date,AAPL,GOOG,FB
2010-08-20,-0.0155743024010383,0.004431892244188494,
2010-08-23,-0.023731048121291988,-0.02733918761084913,
2010-08-24,0.012153950033760953,0.007160329108294479,
2010-08-25,-0.01067378252168113,-0.007992581471341527,
2010-08-26,0.005731625084288542,0.01740485199198752,
2010-08-27,0.003687562856185149,-0.013388169408470433,
2010-08-30,0.0023380093520374177,-0.0058980044345898555,
2010-08-31,0.029656781072975574,0.02292902707766434,
2010-09-01,0.007443365695792894,0.006192490515023276,
2010-09-02,0.02601991647928051,0.015342608243401468,
2010-09-03,-0.0034439574201628985,-0.01254962223075937,
2010-09-07,0.019792648444863416,0.01331431288635276,
2010-09-08,0.0006161429451631553,0.01190222260142482,
2010-09-09,0.0012315270935962517,-8.43170320403955e-05,
2010-09-10,0.013837638376383632,0.012859431655282836,
2010-09-13,0.0036396724294814847,-0.0037880364650543087,
2010-09-14,0.008159564823209307,0.00041785057663377203,
2010-09-15,0.023381294964028812,0.0008771197059560938,
2010-09-16,-0.00439367311072052,0.01890414388849477,
2010-09-17,0.02853780523683433,0.03698394495412845,
2010-09-20,0.0020022883295194587,0.010189975907421354,
2010-09-21,0.013988010276905567,0.004965398600305001,
2010-09-22,0.0042229729729729324,-0.0049019607843138,
2010-09-23,0.011774600504625784,0.0268981155680664,
2010-09-24,-0.004156275976725012,0.00590116500418775,
2010-09-27,-0.014746800222593243,-0.006093637636728197,
2010-09-28,0.001976842699802324,0.0009900990099009554,
2010-09-29,-0.012683201803833026,-0.003614091151183096,
2010-09-30,-0.004282043962317973,-0.000305448436485972,
2010-10-01,-0.01376146788990837,-0.006225413436199044,
2010-10-04,0.03691860465116288,0.03039969254419687,
2010-10-05,0.0008410428931875844,-0.0071985379135429736,
2010-10-06,0.0,-0.008114809527387575,
2010-10-07,0.01680672268907547,0.011930914324672503,
2010-10-08,0.0044077134986226915,0.004641239660141517,
2010-10-11,0.010696653867251799,0.004731567378264527,
2010-10-12,0.005427408412482924,0.0035597745476119084,
2010-10-13,0.0072874493927126355,-0.004360035471475047,
2010-10-14,0.040996784565916426,0.11185333630223426,
2010-10-15,0.010553410553410466,0.02703604806408533,
2010-10-18,-0.026744778400407468,-0.015989600259993554,
2010-10-19,0.0031405391258832096,0.0002311909637362112,
2010-10-20,-0.0031307070180014987,0.006603929337956083,
2010-10-21,-0.00654278984559016,0.0008856814826963483,
2010-10-22,0.004478398314014797,0.006489250131096021,
2010-10-25,-0.00262260687123004,0.0033865190491695328,
2010-10-26,-0.0007888509071785732,-0.003439994807555015,
2010-10-27,-0.008421052631578954,0.0034518692197473048,
2010-10-28,-0.01380042462845019,-0.00791847861361718,
2010-10-29,0.010495156081808413,0.0021262675825974293,
2010-11-01,0.017043941411451415,0.000979272074424529,
2010-11-02,0.01099764336213673,0.007435186694929169,
2010-11-03,0.017612017612017604,0.006603437671964589,
2010-11-04,-0.0035632476457113913,0.0012862977136057407,
2010-11-05,0.00459770114942528,0.002697755082377798,
2010-11-08,-0.007882023900330415,-0.0031068831875979966,
2010-11-09,0.0061506919528445635,-0.0030844364477574746,
2010-11-10,-0.004330106979113464,-0.009153023075931337,
2010-11-11,-0.02711690969557437,-0.022508456934686494,
2010-11-12,-0.003418353931107088,-0.012977505656861366,
2010-11-15,-0.01767810026385229,-0.019722203492684318,
2010-11-16,-0.0034918076819767784,-0.00027513154727098425,
2010-11-17,0.026415094339622556,0.022291788503216548,
2010-11-18,-0.005514705882352964,-0.009624120873574093,
2010-11-19,0.021388962239239567,0.0006795555706567519,
2010-11-22,-0.014736297828335064,-0.013887474109537792,
2010-11-23,0.019679874048806088,0.02048756972660281,
2010-11-24,0.0007720020586721857,-0.008334176873502809,
2010-11-26,0.0059141167395216476,-0.013371895202449644,
2010-11-29,-0.018149284253578753,-0.045349518915750016,
2010-11-30,0.01692267638635787,0.015533559713893546,
2010-12-01,0.005632360471070119,0.013232783153101772,
2010-12-02,-0.002291242362525545,0.002071338295183373,
2010-12-03,0.008420515437611773,0.009354307535998373,
2010-12-06,-0.006072874493927175,0.015168344324887206,
2010-12-07,0.008910386965376818,0.0058125619721680465,
2010-12-08,-0.004037345445369762,0.0016317095556989542,
2010-12-09,0.002533569799848022,0.0011878499915154344,
2010-12-10,0.003538033864038427,0.004067796610169453,
2010-12-13,-0.004281037522034794,0.0004726536124239918,
2010-12-14,0.00025290844714208425,-0.0077276101774986965,
2010-12-15,0.0027812895069532096,0.0023805475259309253,
2010-12-16,-0.002017145738779584,-0.0015267175572518698,
2010-12-17,0.005053057099545297,0.007203533809038412,
2010-12-20,0.006033182503770789,0.013460630186897,
2010-12-21,0.002998500749625123,0.003994540794247823,
2010-12-22,-0.004733432984554004,-0.0020556347601207005,
2010-12-23,0.003254067584480487,-0.003056579952822406,
2010-12-27,0.0024950099800399557,-0.005765321425000894,
2010-12-28,-0.0004977600796416906,0.003485955621103508,
2010-12-29,-0.0049800796812747945,-0.0035740530429554185,
2010-12-30,-0.003503503503503518,-0.008145888505246243,
2010-12-31,0.02159718734304368,0.01747329998648106,
2011-01-03,0.0054080629301867965,-0.0036870951669158397,
2011-01-04,0.00806845965770167,0.01153564046142555,
2011-01-05,-0.000727625515401262,0.007251153592617157,
2011-01-06,0.0070388349514562895,0.004810209424083673,
2011-01-07,0.018799710773680433,-0.003614810955156849,
2011-01-10,-0.0023657440264963667,0.0029088769773828057,
2011-01-11,0.008299739151055287,0.0014013361577316277,
2011-01-12,0.003527751646284068,-0.0002928924759176484,
2011-01-13,0.008202484180923399,0.012142322341222105,
2011-01-14,-0.022547652254765363,0.024765212916505817,
2011-01-18,-0.005231866825208059,-0.012303056933023714,
2011-01-19,-0.018168778388716184,-0.007912297426120143,
2011-01-20,-0.018018018018018066,-0.023830114346113186,
2011-01-21,0.03297793206050083,-0.0012140302523214377,
2011-01-24,0.011761881901104226,0.014454664914586184,
2011-01-25,0.00711743772242003,-0.005505181347150222,
2011-01-26,-0.0018845700824500682,0.0004558775643112548,
2011-01-27,-0.020769412320037657,-0.02561515427678689,
2011-01-28,0.00964087731983607,-0.0010355078999231796,
2011-01-31,0.01671043208402967,0.017789072426937714,
2011-02-01,-0.0018783752054474148,0.0015769761482358176,
2011-02-02,-0.002587626440837437,-0.0030177786524962797,
2011-02-03,0.00872641509433973,0.0013489504507469402,
2011-02-04,0.01566518587795171,0.005421389847215302,
2011-02-07,0.009438305709024026,0.006666666666666734,
2011-02-08,0.008209806157354605,-0.0030515517465264175,
2011-02-09,-0.009952499434517027,-9.768804949537465e-05,
2011-02-10,0.006397075622572401,0.013058911648809688,
2011-02-11,0.006583427922815126,0.005850585058505829,
2011-02-14,0.0020297699594045175,-0.006359859379993456,
2011-02-15,0.009002925950934021,9.649094593281887e-05,
2011-02-16,-0.01338389471336162,0.0016723483630281784,
2011-02-17,-0.02147863441103314,0.007705644384511765,
2011-02-18,-0.034195933456562015,-0.03151086471675265,
2011-02-22,0.011961722488038277,0.0018093890844489734,
2011-02-23,0.0007092198581560553,-0.004104820701431762,
2011-02-24,0.015355539806283926,0.0020114089755004245,
2011-02-25,0.014425314099581307,0.005495590364617665,
2011-02-28,-0.011009174311926696,-0.02058582883325158,
2011-03-01,0.00811688311688315,3.341575887185359e-05,
2011-03-02,0.021164021164021204,0.01460219868346311,
2011-03-03,0.0011263798152736462,-0.014655513107627418,
2011-03-04,-0.012826282628262834,-0.014906915338079413,
2011-03-07,0.0011397310234785563,0.0010857394903810034,
2011-03-08,-0.00933515482695819,-0.0009150991357398361,
2011-03-09,-0.016318087795909007,-0.01937037790894898,
2011-03-10,0.0151869158878506,-0.006192271768083926,
2011-03-11,0.004602991944763999,-0.01166109718741286,
